40  -24.17702386 -2.11109891 -0.00000008 -26.288125 
   48  -30.27234454 -2.22742864  1.07619964  -31.423575 
   52  -32.31490249 -2.26938054  1.15853284 -33.425751 
   54  -33.35677934 -2.29474385  1.07619964  -34.575325
   60  -38.24527650 -2.28020264 -0.00000008  -40.525481 
